0;Title;Acronym;GGS Class;GGS Rating;Qualified Classes;Collected Classes;All Qualified Classes;MA-Max. Field Rating;MA-Best Rank Field Rating;MA-Best Class Field Rating;MA-All Field Ratings;MA-All Ranks Field Rating;MA-All Classes Field Rating;MA-Max. Avg. Citations;MA-Best Rank Avg. Citations;MA-Best Class Avg. Citations;MA-All Avg. Citations;MA-All Ranks Avg. Citations;MA-All Classes Avg. Citations;MA-Max. Num. of Papers;MA-Max. Citations;MA-All Num. of Papers;MA-All Citations;LiveSHINE-Max. H-Index;LiveSHINE-Best Rank H-Index;LiveSHINE-Best Class H-Index;LiveSHINE-All H-Indexes;LiveSHINE-All Ranks H-Index;LiveSHINE-All Classes H-Index;LiveSHINE-Max. Avg. Citations;LiveSHINE-Best Rank Avg. Citations;LiveSHINE-Best Class Avg. Citations;LiveSHINE-All Avg. Citations;LiveSHINE-All Ranks Avg. Citations;LiveSHINE-All Classes Avg. Citations;LiveSHINE-Max. Num. of Papers;LiveSHINE-Max. Citations;LiveSHINE-All Num. of Papers;LiveSHINE-All Citations;CORE-Best Class;CORE-All Classes;Num. of Input Records;;;;;;
327;CANADIAN CONFERENCE ON COMPUTATIONAL GEOMETRY;CCCG;Work in Progress;Work in Progress;LiveSHINE:C, MA:C;C, C;LiveSHINE:[C|D], MA:[C|D];30;836;C;30;836;C;5,81;1247;D;5,81;1247;D;1410;8199;1410;8199;19;725;C;19;725;C;4,23;858;D;4,23;858;D;667;2820;667;2820;;;2;;;;;;
328;CHINESE CONTROL AND DECISION CONFERENCE;CCDC;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];22;1238;C;22;1238;C;1;1992;D;1;1992;D;10901;10918;10901;10918;;;;;;;;;;;;;;;;;;;1;;;;;;
329;CANADIAN CONFERENCE ON ELECTRICAL AND COMPUTER ENGINEERING;CCECE;Work in Progress;Work in Progress;MA:B;B;MA:[B|D];65;376;B;65;376;B;4,15;1519;D;4,15;1519;D;8000;33188;8000;33188;;;;;;;;;;;;;;;;;;;1;;;;;;
330;WORKSHOP ON COMPUTATIONAL AND CONFORMAL GEOMETRY;CCG;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
331;CLUSTER COMPUTING AND THE GRID;CCGRID;2;A;CORE:A, LiveSHINE:A, MA:A;A, A, A;CORE:[A], LiveSHINE:[A|A], MA:[A-|A+];84;235;A-;84;235;A-;24,16;330;A+;24,16;330;A+;1397;33752;1397;33752;68;90;A;68;90;A;18,88;206;A;18,88;206;A;1351;25506;1351;25506;A;A;3;;;;;;
332;IEEE CONSUMER COMMUNICATIONS AND NETWORKING CONFERENCE;CCNC;3;B;CORE:B, LiveSHINE:A-, MA:B;A-, B, B;CORE:[B], LiveSHINE:[A|C], MA:[B|D];66;368;B;66;368;B;6,96;1099;D;6,96;1099;D;3411;23739;3411;23739;49;179;A;49;179;A;8,1;572;C;8,1;572;C;2394;19403;2394;19403;B;B;3;;;;;;
333;INTERNATIONAL COMMAND AND CONTROL RESEARCH AND TECHNOLOGY SYMPOSIUM;CCRTS;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
334;ACM CONFERENCE ON COMPUTER AND COMMUNICATIONS SECURITY;CCS;1;A++;CORE:A++, LiveSHINE:A++, MA:A++;A++, A++, A++;CORE:[A++], LiveSHINE:[A++|A++], MA:[A++|A++];210;29;A++;210;29;A++;55,65;86;A++;55,65;86;A++;3483;193840;3483;193840;122;16;A++;122;16;A++;60,77;27;A++;60,77;27;A++;1053;63993;1053;63993;A++;A++;3;;;;;;
335;JOURNAL OF COMPUTING SCIENCE IN COLLEGES (CONFERENCE PROCEEDINGS);CCSC;Work in Progress;Work in Progress;CORE:B;B;CORE:[B];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;B;1;;;;;;
336;INTERNATIONAL SYMPOSIUM ON CONTROL, COMMUNICATIONS AND SIGNAL PROCESSING;CCSP;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];16;1770;C;16;1770;C;5,41;1317;D;5,41;1317;D;223;1207;223;1207;;;;;;;;;;;;;;;;;;;1;;;;;;
337;CONFERENCE ON COMPUTATIONAL STRUCTURES TECHNOLOGY;CCST;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];19;1487;C;19;1487;C;3,76;1590;D;3,76;1590;D;435;1634;435;1634;;;;;;;;;;;;;;;;;;;1;;;;;;
338;CLOUD COMPUTING SECURITY WORKSHOP;CCSW;Work in Progress;Work in Progress;MA:B-;B-;MA:[C|A++];23;1184;C;23;1184;C;38,03;168;A++;38,03;168;A++;86;3271;86;3271;;;;;;;;;;;;;;;;;;;1;;;;;;
339;INTELLIGENT MULTIMEDIA, COMPUTING AND COMMUNICATIONS TECHNOLOGIES AND APPLICATIONS OF THE FUTURE;CCTAF;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
340;IEEE COMPUTER COMMUNICATIONS WORKSHOP;CCW;3;B;CORE:B, LiveSHINE:B;B, B;CORE:[B], LiveSHINE:[B|B-];;;;;;;;;;;;;;;;;30;423;B;30;423;B;10,1;454;B-;10,1;454;B-;469;4739;469;4739;B;B;2;;;;;;
341;IFIP/ACM WORKING CONFERENCE ON COMPONENT DEPLOYMENT;CD;3;B-;CORE:B, LiveSHINE:B-;B, B-;CORE:[B], LiveSHINE:[C|A++];;;;;;;;;;;;;;;;;10;938;C;10;938;C;28,67;103;A++;28,67;103;A++;15;430;15;430;B;B;2;;;;;;
342;CONSTRAINT DATABASES AND APPLICATIONS;CDB;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
343;IEEE CONFERENCE ON DECISION AND CONTROL;CDC;2;A;CORE:A, LiveSHINE:A-, MA:A+;A+, A, A-;CORE:[A], LiveSHINE:[A|C], MA:[A++|B-];209;30;A++;209;30;A++;11,24;726;B-;11,24;726;B-;37173;417826;37173;417826;76;77;A;76;77;A;8,2;569;C;8,2;569;C;7550;61887;7550;61887;A;A;3;;;;;;
344;COOPERATIVE DISTRIBUTED SYSTEMS;CDS;Work in Progress;Work in Progress;MA:C;C;MA:[C|B];28;913;C;28;913;C;15,09;543;B;15,09;543;B;221;3334;221;3334;;;;;;;;;;;;;;;;;;;1;;;;;;
345;COOPERATIVE DESIGN, VISUALIZATION AND ENGINEERING;CDVE;Work in Progress;Work in Progress;CORE:C, LiveSHINE:C;C, C;CORE:[C], LiveSHINE:[C|D];;;;;;;;;;;;;;;;;14;862;C;14;862;C;3,1;932;D;3,1;932;D;451;1400;451;1400;C;C;2;;;;;;
346;INTERNATIONAL CONFERENCE ON COMPUTER ENGINEERING AND APPLICATIONS;CEA;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];17;1669;C;17;1669;C;2,62;1806;D;2,62;1806;D;647;1697;647;1697;;;;;;;;;;;;;;;;;;;1;;;;;;
347;CONFERENCE ON EMAIL AND ANTI-SPAM;CEAS;3;B;CORE:B, MA:B;B, B;CORE:[B], MA:[B-|A++];47;591;B-;47;591;B-;44,42;135;A++;44,42;135;A++;168;7463;168;7463;;;;;;;;;;;;;;;;;B;B;2;;;;;;
348;IEEE CONGRESS ON EVOLUTIONARY COMPUTATION;CEC;2;A-;CORE:B, LiveSHINE:A, MA:A;A, A, B;CORE:[B], LiveSHINE:[A|B-], MA:[A|A];145;84;A;145;84;A;19,31;418;A;19,31;418;A;7850;151603;7850;151603;67;94;A;67;94;A;10,46;434;B-;10,46;434;B-;4145;43372;4145;43372;B;B;3;;;;;;
349;INTERNATIONAL CONFERENCE ON COMPUTER AND ELECTRICAL ENGINEERING;CEE;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];17;1669;C;17;1669;C;3,91;1561;D;3,91;1561;D;477;1863;477;1863;;;;;;;;;;;;;;;;;;;1;;;;;;
350;IEEE CONFERENCE ON ELECTROMAGNETIC FIELD COMPUTATION;CEFC;Work in Progress;Work in Progress;MA:B;B;MA:[B|C];70;331;B;70;331;B;8,24;960;C;8,24;960;C;3032;24997;3032;24997;;;;;;;;;;;;;;;;;;;1;;;;;;
351;COMPUTING IN EDUCATION GROUP OF VICTORIA CONFERENCE;CEG;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
352;CEMENT INDUSTRY TECHNICAL CONFERENCE;CEMENTCON;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];16;1770;C;16;1770;C;2,64;1804;D;2,64;1804;D;778;2057;778;2057;;;;;;;;;;;;;;;;;;;1;;;;;;
353;CENTERIS - CONFERENCE ON ENTERPRISE INFORMATION SYSTEMS;CENTERIS;Work in Progress;Work in Progress;CORE:NC;NC;CORE:[NC];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NC;NC;1;;;;;;
354;INTERNATIONAL WORKSHOP ON COMPARATIVE EVALUATION IN REQUIREMENTS ENGINEERING;CERE;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
355;INFORMATION SECURITY SYMPOSIUM;CERIAS;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
356;ELECTRONICS, ROBOTICS AND AUTOMOTIVE MECHANICS CONFERENCE;CERMA;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];15;1883;C;15;1883;C;3,28;1695;D;3,28;1695;D;417;1367;417;1367;;;;;;;;;;;;;;;;;;;1;;;;;;
357;INTERNATIONAL CONFERENCE ON COMPUTER ENGINEERING AND TECHNOLOGY;CET;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];19;1487;C;19;1487;C;2,36;1851;D;2,36;1851;D;1381;3266;1381;3266;;;;;;;;;;;;;;;;;;;1;;;;;;
358;ACM INTERNATIONAL CONFERENCE ON COMPUTING FRONTIERS;CF;3;B-;LiveSHINE:B, MA:B-;B, B-;LiveSHINE:[B|B], MA:[B-|B-];42;636;B-;42;636;B-;11,6;707;B-;11,6;707;B-;667;7734;667;7734;35;338;B;35;338;B;12,51;359;B;12,51;359;B;468;5855;468;5855;;;2;;;;;;
359;INTERNATIONAL CONFERENCE ON CYBERCRIME FORENSICS EDUCATION AND TRAINING;CFET;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
360;CONFERENCE ON THE FUTURE OF THE INTERNET;CFI;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];17;1669;C;17;1669;C;3,66;1609;D;3,66;1609;D;481;1759;481;1759;;;;;;;;;;;;;;;;;;;1;;;;;;
361;COMPUTERS, FREEDOM AND PRIVACY;CFP;Work in Progress;Work in Progress;CORE:C, MA:C;C, C;CORE:[C], MA:[C|B-];23;1184;C;23;1184;C;11,6;706;B-;11,6;706;B-;254;2947;254;2947;;;;;;;;;;;;;;;;;C;C;2;;;;;;
362;WORKSHOP ON COMPUTATIONAL GEOMETRY AND APPLICATIONS;CGA;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
363;CGAL USER WORKSHOP;CGAL;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
364;COMPUTER GAMES;CGAMES;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];28;913;C;28;913;C;5,63;1270;D;5,63;1270;D;966;5439;966;5439;;;;;;;;;;;;;;;;;;;1;;;;;;
365;COMPUTER GRAPHICS INTERNATIONAL;CGI;3;B;CORE:B, MA:B;B, B;CORE:[B], MA:[B|B-];54;527;B;54;527;B;11,92;685;B-;11,92;685;B-;746;8892;746;8892;;;;;;;;;;;;;;;;;B;B;2;;;;;;
366;JOINT INTERNATIONAL CONFERENCE ON CYBERGAMES AND INTERACTIVE ENTERTAINMENT;CGIE;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
367;INTERNATIONAL CONFERENCE COMPUTER GRAPHICS, IMAGING AND VISUALIZATION;CGIV;Work in Progress;Work in Progress;CORE:C, LiveSHINE:B-, MA:C;B-, C, C;CORE:[C], LiveSHINE:[B-|D], MA:[C|D];23;1184;C;23;1184;C;3,46;1651;D;3,46;1651;D;1282;4430;1282;4430;22;636;B-;22;636;B-;5,61;752;D;5,61;752;D;473;2653;473;2653;C;C;3;;;;;;
368;IEEE/ACM INTERNATIONAL SYMPOSIUM ON CODE GENERATION AND OPTIMIZATION;CGO;2;A;CORE:A, LiveSHINE:A+, MA:A-;A+, A, A-;CORE:[A], LiveSHINE:[A|A++], MA:[B|A++];67;358;B;67;358;B;38,35;167;A++;38,35;167;A++;469;17985;469;17985;53;155;A;53;155;A;25,81;124;A++;25,81;124;A++;315;8129;315;8129;A;A;3;;;;;;
369;CONFERENCE ON GRAPH THEORY AND DISCRETE GEOMETRY;CGTDG;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
370;ANNUAL FALL WORKSHOP ON COMPUTATIONAL GEOMETRY;CGW;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
371;COOPERATIVE AND HUMAN ASPECTS OF SOFTWARE ENGINEERING;CHASE;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];17;1669;C;17;1669;C;4,22;1505;D;4,22;1505;D;252;1063;252;1063;;;;;;;;;;;;;;;;;;;1;;;;;;
372;WORKSHOP ON CRYPTOGRAPHIC HARDWARE AND EMBEDDED SYSTEMS;CHES;1;A+;CORE:A, LiveSHINE:A+, MA:A+;A+, A+, A;CORE:[A], LiveSHINE:[A|A++], MA:[A|A++];123;111;A;123;111;A;81,59;39;A++;81,59;39;A++;676;55152;676;55152;68;90;A;68;90;A;50,35;40;A++;50,35;40;A++;347;17472;347;17472;A;A;3;;;;;;
373;CONFERENCE ON HUMAN FACTORS AND POWER PLANTS;CHFPP;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];15;1883;C;15;1883;C;4,29;1492;D;4,29;1492;D;325;1395;325;1395;;;;;;;;;;;;;;;;;;;1;;;;;;
374;CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS;CHI;1;A++;CORE:A++, LiveSHINE:A++, MA:A++;A++, A++, A++;CORE:[A++], LiveSHINE:[A++|A++], MA:[A++|A++];315;8;A++;315;8;A++;35,31;189;A++;35,31;189;A++;16252;573803;16252;573803;166;4;A++;166;4;A++;45,82;44;A++;45,82;44;A++;3338;152959;3338;152959;A++;A++;3;;;;;;
375;INTERNATIONAL ICST CONFERENCE ON COMMUNICATIONS AND NETWORKING IN CHINA;CHINACOM;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];15;1883;C;15;1883;C;2,97;1754;D;2,97;1754;D;432;1281;432;1281;;;;;;;;;;;;;;;;;;;1;;;;;;
376;ACM SIGCHI_NZ CONFERENCE ON HUMAN-COMPUTER INTERACTION;CHINZ;Work in Progress;Work in Progress;CORE:C, MA:C;C, C;CORE:[C], MA:[C|D];18;1569;C;18;1569;C;6,31;1180;D;6,31;1180;D;218;1376;218;1376;;;;;;;;;;;;;;;;;C;C;2;;;;;;
377;CULTURAL HERITAGE KNOWLEDGE VISUALISATION;CHKV;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
378;INTERNATIONAL CONFERENCE ON COMPUTERS FOR HANDICAPPED PERSONS;CHP;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];18;1569;C;18;1569;C;3,54;1633;D;3,54;1633;D;474;1678;474;1678;;;;;;;;;;;;;;;;;;;1;;;;;;
379;INTERNATIONAL CONFERENCE ON COMPUTERS HELPING PEOPLE WITH SPECIAL NEEDS;CHPSN;Work in Progress;Work in Progress;CORE:C, MA:C;C, C;CORE:[C], MA:[C|D];26;1015;C;26;1015;C;4,47;1465;D;4,47;1465;D;1241;5547;1241;5547;;;;;;;;;;;;;;;;;C;C;2;;;;;;
380;CONFERENCE ON HUMAN SYSTEM INTERACTIONS;CHSI;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];20;1408;C;20;1408;C;6,45;1160;D;6,45;1160;D;316;2039;316;2039;;;;;;;;;;;;;;;;;;;1;;;;;;
381;COMPUTATIONAL INTELLIGENCE;CI;Work in Progress;Work in Progress;MA:A-;A-;MA:[A|C];100;174;A;100;174;A;7,36;1046;C;7,36;1046;C;6599;48566;6599;48566;;;;;;;;;;;;;;;;;;;1;;;;;;
382;COOPERATIVE INFORMATION AGENTS;CIA;Work in Progress;Work in Progress;LiveSHINE:C, MA:C;C, C;LiveSHINE:[C|B-], MA:[C|B];28;913;C;28;913;C;14,4;570;B;14,4;570;B;388;5587;388;5587;17;800;C;17;800;C;10,72;418;B-;10,72;418;B-;81;868;81;868;;;2;;;;;;
383;INTERNATIONAL CONFERENCE ON IMPLEMENTATION AND APPLICATION OF AUTOMATA;CIAA;Work in Progress;Work in Progress;CORE:B, LiveSHINE:C, MA:C;B, C, C;CORE:[B], LiveSHINE:[C|C], MA:[C|C];22;1238;C;22;1238;C;7,74;1004;C;7,74;1004;C;560;4336;560;4336;20;700;C;20;700;C;7,2;627;C;7,2;627;C;344;2478;344;2478;B;B;3;;;;;;
384;INTERNATIONAL CONFERENCE ON ALGORITHMS AND COMPLEXITY;CIAC;Work in Progress;Work in Progress;CORE:C, MA:C;C, C;CORE:[C], MA:[C|D];19;1487;C;19;1487;C;6,47;1158;D;6,47;1158;D;283;1830;283;1830;;;;;;;;;;;;;;;;;C;C;2;;;;;;
385;IBEROAMERICAN CONGRESS ON PATTERN RECOGNITION;CIARP;Work in Progress;Work in Progress;CORE:C, LiveSHINE:B-, MA:C;B-, C, C;CORE:[C], LiveSHINE:[B-|D], MA:[C|D];22;1238;C;22;1238;C;3,32;1685;D;3,32;1685;D;1504;4986;1504;4986;23;607;B-;23;607;B-;4,35;846;D;4,35;846;D;1020;4442;1020;4442;C;C;3;;;;;;
386;IEEE SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE IN BIOINFORMATICS AND COMPUTATIONAL BIOLOGY;CIBCB;Work in Progress;Work in Progress;CORE:C, LiveSHINE:C, MA:C;C, C, C;CORE:[C], LiveSHINE:[C|D], MA:[C|D];20;1408;C;20;1408;C;4,18;1514;D;4,18;1514;D;698;2919;698;2919;19;725;C;19;725;C;4,7;818;D;4,7;818;D;559;2627;559;2627;C;C;3;;;;;;
387;INTERNATIONAL CONFERENCE ON COMMUNICATIONS IN COMPUTING;CIC;Work in Progress;Work in Progress;CORE:C, LiveSHINE:C;C, C;CORE:[C], LiveSHINE:[C|D];;;;;;;;;;;;;;;;;6;1005;C;6;1005;C;1,09;1014;D;1,09;1014;D;160;175;160;175;C;C;2;;;;;;
388;CUSTOM INTEGRATED CIRCUITS CONFERENCE;CICC;3;B;LiveSHINE:B, MA:A;A, B;LiveSHINE:[B|C], MA:[A|B];104;160;A;104;160;A;12,86;640;B;12,86;640;B;5209;66967;5209;66967;32;379;B;32;379;B;7,03;640;C;7,03;640;C;1126;7920;1126;7920;;;2;;;;;;
389;CONFERENCE ON INTELLIGENT TEXT PROCESSING AND COMPUTATIONAL LINGUISTICS;CICLING;3;B-;CORE:B, LiveSHINE:B, MA:C;B, B, C;CORE:[B], LiveSHINE:[B|B-], MA:[C|D];18;1569;C;18;1569;C;3,33;1683;D;3,33;1683;D;324;1078;324;1078;40;265;B;40;265;B;10,61;424;B-;10,61;424;B-;823;8734;823;8734;B;B;3;;;;;;
390;INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE AND COMMUNICATION NETWORKS;CICN;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];17;1669;C;17;1669;C;1,95;1907;D;1,95;1907;D;1387;2706;1387;2706;;;;;;;;;;;;;;;;;;;1;;;;;;
391;COMPUTATIONAL INTELLIGENCE, COMMUNICATION SYSTEMS AND NETWORKS;CICSYN;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];18;1569;C;18;1569;C;3,91;1560;D;3,91;1560;D;498;1946;498;1946;;;;;;;;;;;;;;;;;;;1;;;;;;
392;IEEE SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE AND DATA MINING;CIDM;Work in Progress;Work in Progress;CORE:C, LiveSHINE:B, MA:C;B, C, C;CORE:[C], LiveSHINE:[B|C], MA:[C|B-];22;1238;C;22;1238;C;10,09;810;B-;10,09;810;B-;338;3410;338;3410;25;536;B;25;536;B;9,24;500;C;9,24;500;C;327;3021;327;3021;C;C;3;;;;;;
393;CONFERENCE ON INNOVATIVE DATA SYSTEMS RESEARCH;CIDR;2;A;CORE:A, LiveSHINE:A+, MA:A-;A+, A, A-;CORE:[A], LiveSHINE:[A|A++], MA:[B|A++];77;277;B;77;277;B;61,73;68;A++;61,73;68;A++;387;23890;387;23890;53;155;A;53;155;A;44,36;49;A++;44,36;49;A++;269;11933;269;11933;A;A;3;;;;;;
394;COMPUTABILITY IN EUROPE CONFERENCE;CIE;3;B-;CORE:C, LiveSHINE:B, MA:B;B, B, C;CORE:[C], LiveSHINE:[B|D], MA:[B|B-];53;549;B;53;549;B;11,13;736;B-;11,13;736;B-;1125;12520;1125;12520;24;572;B;24;572;B;5,38;764;D;5,38;764;D;618;3324;618;3324;C;C;3;;;;;;
395;CONFERENCE OF THE COMMISSION INTERNATIONALE POUR L'ETUDE ET L'AMELIORATION DE L'ENSEIGNEMENT DES MATHEMATIQUES;CIEAEM;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
396;INTERNATIONAL POWER ELECTRONICS CONGRESS;CIEP;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];18;1569;C;18;1569;C;4,53;1452;D;4,53;1452;D;398;1803;398;1803;;;;;;;;;;;;;;;;;;;1;;;;;;
397;COMPUTATIONAL INTELLIGENCE AND GAMES;CIG;3;B-;CORE:C, LiveSHINE:A-, MA:B;A-, B, C;CORE:[C], LiveSHINE:[A-|B], MA:[B|B-];55;506;B;55;506;B;10,98;748;B-;10,98;748;B-;854;9374;854;9374;42;243;A-;42;243;A-;12,93;344;B;12,93;344;B;630;8143;630;8143;C;C;3;;;;;;
398;IEEE INTERNATIONAL CONFERENCE ON INTELLIGENCE FOR HOMELAND SECURITY AND PERSONAL SAFETY;CIHSPS;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
399;IEEE SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE IN IMAGE AND SIGNAL PROCESSING;CIISP;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
400;ACM INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT;CIKM;1;A+;CORE:A, LiveSHINE:A++, MA:A+;A++, A+, A;CORE:[A], LiveSHINE:[A++|A], MA:[A+|A++];160;64;A+;160;64;A+;25,53;306;A++;25,53;306;A++;5398;137830;5398;137830;100;31;A++;100;31;A++;19,67;186;A;19,67;186;A;3113;61233;3113;61233;A;A;3;;;;;;
401;INTERNATIONAL WORKSHOP ON COMBINATIONS OF INTELLIGENT METHODS AND APPLICATIONS;CIMA;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
402;COMPUTATIONAL INTELLIGENCE FOR MODELLING, CONTROL AND AUTOMATION;CIMCA;Work in Progress;Work in Progress;CORE:C, MA:C;C, C;CORE:[C], MA:[C|D];24;1127;C;24;1127;C;6,2;1193;D;6,2;1193;D;863;5353;863;5353;;;;;;;;;;;;;;;;;C;C;2;;;;;;
403;IEEE INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE FOR MEASUREMENT SYSTEMS AND APPLICATIONS;CIMSA;Work in Progress;Work in Progress;CORE:C, MA:C;C, C;CORE:[C], MA:[C|D];19;1487;C;19;1487;C;5,37;1323;D;5,37;1323;D;352;1889;352;1889;;;;;;;;;;;;;;;;;C;C;2;;;;;;
404;COMPUTING IN CARDIOLOGY CONFERENCE;CINC;Work in Progress;Work in Progress;MA:B;B;MA:[B|D];68;347;B;68;347;B;4,76;1412;D;4,76;1412;D;6154;29323;6154;29323;;;;;;;;;;;;;;;;;;;1;;;;;;
405;INTERNATIONAL CONFERENCE ON CRITICAL INFRASTRUCTURE PROTECTION;CIP;Work in Progress;Work in Progress;MA:C;C;MA:[C|C];17;1669;C;17;1669;C;7,92;987;C;7,92;987;C;194;1536;194;1536;;;;;;;;;;;;;;;;;;;1;;;;;;
406;COMPUTATIONAL INTELLIGENCE IN ROBOTICS AND AUTOMATION;CIRA;Work in Progress;Work in Progress;MA:C;C;MA:[C|B-];38;678;C;38;678;C;10,13;804;B-;10,13;804;B-;963;9752;963;9752;;;;;;;;;;;;;;;;;;;1;;;;;;
407;INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE, ROBOTICS AND AUTONOMOUS SYSTEMS;CIRAS;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
408;INTERNATIONAL SYMPOSIUM ON CIRCUITS AND SYSTEMS;ISCAS;3;B;CORE:C, LiveSHINE:A+, MA:A-;A+, A-, C;CORE:[C], LiveSHINE:[A++|B], MA:[A|C];125;106;A;125;106;A;7,37;1043;C;7,37;1043;C;29001;213795;29001;213795;151;7;A++;151;7;A++;14,08;312;B;14,08;312;B;10264;144479;10264;144479;C;C;3;;;;;;
409;INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE AND SECURITY;CIS;3;B-;CORE:C, LiveSHINE:B-, MA:B-;B-, B-, C;CORE:[C], LiveSHINE:[B-|D], MA:[B-|D];43;627;B-;43;627;B-;3,87;1569;D;3,87;1569;D;4795;18580;4795;18580;23;607;B-;23;607;B-;3,02;937;D;3,02;937;D;1305;3939;1305;3939;C;C;3;;;;;;
410;COMPUTER INFORMATION SYSTEMS AND INDUSTRIAL MANAGEMENT APPLICATIONS;CISIM;Work in Progress;Work in Progress;CORE:C, MA:C;C, C;CORE:[C], MA:[C|D];19;1487;C;19;1487;C;3,37;1674;D;3,37;1674;D;636;2146;636;2146;;;;;;;;;;;;;;;;;C;C;2;;;;;;
411;COMPLEX, INTELLIGENT AND SOFTWARE INTENSIVE SYSTEMS;CISIS;Work in Progress;Work in Progress;CORE:C, LiveSHINE:B, MA:C;B, C, C;CORE:[C], LiveSHINE:[B|D], MA:[C|D];25;1069;C;25;1069;C;3,81;1579;D;3,81;1579;D;1388;5295;1388;5295;32;379;B;32;379;B;4,83;806;D;4,83;806;D;2137;10316;2137;10316;C;C;3;;;;;;
